r-table__text,movie-rating__financing-source src,fixed-column,r-table__text href,r-table__text 3,r-table__text 4,r-table__text 5,r-table__text 6,r-table__text 7,r-table__text 8,r-table__text 9,r-table__text 10
475,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Знаешь, мама, где я был?",https://ekinobilet.fond-kino.ru/films/detail/212008418,"ООО ""БАЗЕЛЕВС""",26.04.2018,-,1 800 000,18.3%,9 842 011,5 712 156,20 993
476,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Контрибуция,https://ekinobilet.fond-kino.ru/films/detail/111021415/111005116/111006016,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ЛЕНФИЛЬМ""",17.03.2016,30 000 000,50 000 000,56.0%,142 857 000,5 691 150,30 481
477,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Звездный разум (Проект ""ГЕМИНИ"")",https://ekinobilet.fond-kino.ru/films/detail/111033321,"ООО ""КЕЙ ДИ СТУДИОС"" (КИНОДАНЦ)",06.01.2022,-,25 000 000,12.4%,202 428 035,5 691 047,17 611
478,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сердце и как им пользоваться,https://ekinobilet.fond-kino.ru/films/detail/111013221,"ООО ""РК МЕДИА""",17.06.2021,-,30 000 000,54.5%,55 000 000,5 535 531,22 477
479,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Любовь и монстры,https://ekinobilet.fond-kino.ru/films/detail/111020920,"ООО ""ТЕЛЕКОМПАНИЯ ""ДИКСИ -ТВ""",22.04.2021,-,50 000 000,46.9%,106 611 388,5 483 674,21 030
480,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Цинга,https://ekinobilet.fond-kino.ru/films/detail/111047225,"АО ""СВЕРДЛОВСКАЯ КИНОСТУДИЯ""",26.02.2026,-,40 000 000,69.9%,57 200 000,5 480 357,11 509
481,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Монах и бес,https://ekinobilet.fond-kino.ru/films/detail/111013316/211018416,"ООО ""ПРОФИТ""",08.09.2016,-,50 000 000,41.7%,120 000 000,5 465 712,24 836
482,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Прощаться не будем,https://ekinobilet.fond-kino.ru/films/detail/111003418,"ООО ""СТУДИЯ ""МОСТ""",21.06.2018,-,35 000 000,31.9%,109 814 241,5 306 972,27 396
483,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Три свадьбы и один побег,https://ekinobilet.fond-kino.ru/films/detail/111031425,"ООО ""ВИШ МЕДИА""",11.09.2025,-,40 000 000,62.8%,63 724 650,5 230 295,12 979
484,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мария. Спасти Москву (Мария),https://ekinobilet.fond-kino.ru/films/detail/111030621,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ХОРОШО ПРОДАКШН""",27.01.2022,-,45 000 000,65.0%,69 250 000,5 142 331,34 477
485,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,МАЯКОВСКИЙ,https://ekinobilet.fond-kino.ru/films/detail/111002918/111018716,"ООО ""МАЯКОВСКИЙ""",14.03.2019,20 000 000,25 000 000,41.5%,108 363 788,5 138 245,13 523
486,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Маша,https://ekinobilet.fond-kino.ru/films/detail/111014820,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",01.04.2021,-,25 000 000,50.0%,50 000 000,4 991 667,15 813
487,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Огни большой деревни,https://ekinobilet.fond-kino.ru/films/detail/111009316,"ООО ""ТПО ""РОК""",02.02.2017,25 000 000,25 000 000,66.7%,75 000 135,4 957 098,25 882
488,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Спасение,https://ekinobilet.fond-kino.ru/films/detail/111004815,"АО ""ТПО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",24.09.2015,-,28 000 000,66.7%,42 000 000,4 835 695,21 834
489,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Один настоящий день (Несколько настоящих дней),https://ekinobilet.fond-kino.ru/films/detail/111033922,"ООО ""КИНОЛИГА""",02.02.2023,-,40 000 000,38.1%,105 000 000,4 760 545,17 116
490,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Две женщины,https://ekinobilet.fond-kino.ru/films/detail/111013714,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ХОРОШО ПРОДАКШН""",22.01.2015,-,46 502 299,53.9%,86 210 067,4 746 839,22 787
491,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Год рождения,https://ekinobilet.fond-kino.ru/films/detail/111026822,"ООО ""ДРУГ ДРУГА""",09.11.2023,-,30 000 000,37.5%,80 000 000,4 625 133,13 331
492,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Под электрическими облаками,https://ekinobilet.fond-kino.ru/films/detail/111008815,"ООО ""МЕТРАФИЛЬМС""",04.06.2015,-,30 000 000,29.9%,100 274 436,4 481 767,18 222
493,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Приключения маленького Бахи,https://ekinobilet.fond-kino.ru/films/detail/111012922,"ООО ""ВГИК-ДЕБЮТ""",27.10.2022,-,40 000 000,64.5%,62 000 000,4 343 610,41 707
494,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пилигрим,https://ekinobilet.fond-kino.ru/films/detail/111000119,"ООО ""КИНОКОМПАНИЯ ""СЕВЕР""",14.02.2019,-,35 000 000,30.4%,115 000 000,4 293 649,17 019
495,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сердце мира,https://ekinobilet.fond-kino.ru/films/detail/111007218,"ООО ""КИНОКОМПАНИЯ ""СТВ""",27.09.2018,-,25 000 000,46.3%,54 000 000,4 047 068,14 876
496,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Тень звезды,https://ekinobilet.fond-kino.ru/films/detail/111008720,"ЗАО ""МОТОР ФИЛЬМ СТУДИЯ""",20.08.2020,-,30 000 000,65.2%,46 000 000,3 904 760,16 138
497,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Детки напрокат,https://ekinobilet.fond-kino.ru/films/detail/111006017,"АО ""ТПО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",23.11.2017,15 000 000,35 000 000,64.9%,77 000 000,3 866 281,24 737
498,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Огненный мальчик,https://ekinobilet.fond-kino.ru/films/detail/111040325,"ООО ""РЕЗЕРВНАЯ КОПИЯ""",06.11.2025,-,70 000 000,70.0%,100 013 619,3 666 640,7 718
499,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Новогодний ремонт,https://ekinobilet.fond-kino.ru/films/detail/111018219,"ООО ""ВИТЭЛ""",07.11.2019,-,20 000 000,65.7%,30 448 911,3 624 211,29 841
500,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Детектор,https://ekinobilet.fond-kino.ru/films/detail/111003023,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР КИНОСТУДИИ ИМ М.ГОРЬКОГО""",02.03.2023,-,35 000 000,33.4%,104 702 395,3 599 741,11 145
501,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Звёзды мне укажут путь (Александрина),https://ekinobilet.fond-kino.ru/films/detail/111010622,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""МОЛОДЕЖНЫЕ ИНИЦИАТИВЫ""",10.11.2022,-,35 000 000,64.0%,54 687 500,3 596 910,17 398
502,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Двое в одной жизни, не считая собаки (Дорогие мои старики)",https://ekinobilet.fond-kino.ru/films/detail/111011525,"ООО КИНОСТУДИЯ ""СЕНТЯБРЬ""",16.10.2025,-,65 000 000,66.3%,98 000 000,3 585 911,15 686
503,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Бодибилдер,https://ekinobilet.fond-kino.ru/films/detail/111005322,"ООО ""РУССКОЕ КИНО""",07.04.2022,-,30 000 000,46.2%,64 885 400,3 500 554,12 740
504,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Земун,https://ekinobilet.fond-kino.ru/films/detail/111020221,"ООО ""ТПО ""РОК""",10.11.2022,-,25 000 000,66.3%,37 719 900,3 466 601,12 059
505,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Плакать нельзя,https://ekinobilet.fond-kino.ru/films/detail/111026622,"ООО ""НОТА БЕНЕ ФИЛЬМ ГРУП""",20.10.2022,-,77 804 269,55.2%,141 032 107,3 437 822,11 494
506,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Нина (Джонджоли),https://ekinobilet.fond-kino.ru/films/detail/111002123,"ООО ""ПАН-АТЛАНТИК СТУДИО""",30.11.2023,-,71 700 000,64.4%,111 407 000,3 418 572,9 117
507,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Буран,https://ekinobilet.fond-kino.ru/films/detail/111020120,"АО ""СВЕРДЛОВСКАЯ КИНОСТУДИЯ""",14.04.2022,-,30 000 000,66.5%,45 100 000,3 408 839,12 553
508,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дикая Лига,https://ekinobilet.fond-kino.ru/films/detail/111014819,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""НОВОЕ ВРЕМЯ""",24.10.2019,-,50 000 000,33.8%,147 866 278,3 402 053,15 813
509,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Про мою маму и про меня,https://ekinobilet.fond-kino.ru/films/detail/111027523,"ООО ""СТУДИЯ ""КИНОПРОБА""",17.10.2024,-,60 000 000,69.8%,86 000 000,3 393 412,14 665
510,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Свет,https://ekinobilet.fond-kino.ru/films/detail/111021223,"ООО ""ВИШ МЕДИА""",22.02.2024,-,50 000 000,69.0%,72 450 200,3 390 099,10 185
511,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Учёности плоды,https://ekinobilet.fond-kino.ru/films/detail/111017521,"ООО ""КОРНЕР ВОРК""",21.10.2021,-,50 000 000,22.9%,218 795 683,3 381 551,17 316
512,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Крик тишины,https://ekinobilet.fond-kino.ru/films/detail/111025918,"ООО ""ПРОДЮСЕРСКАЯ КОМПАНИЯ АЛЕКСАНДРА ЛИТВИНОВА""",02.02.2019,-,40 000 000,66.7%,60 000 000,3 381 358,38 877
513,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Жанна,https://ekinobilet.fond-kino.ru/films/detail/111029222,"ООО ""СТУДИЯ ТРЕТИЙ РИМ""",17.11.2022,-,63 000 000,70.0%,90 000 000,3 369 795,11 323
514,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Спитак,https://ekinobilet.fond-kino.ru/films/detail/111004018,"ООО ""ТЕЛЕСТО-ФИЛЬМ""",29.11.2018,-,50 000 000,42.4%,118 000 000,3 364 430,12 949
515,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Опасные каникулы,https://ekinobilet.fond-kino.ru/films/detail/111008516,"ООО ""КИНОСТУДИЯ ""ВЕРТИКАЛЬ""",27.10.2016,-,40 000 000,65.5%,61 070 000,3 363 182,47 093
516,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,В лучах солнца,https://ekinobilet.fond-kino.ru/films/detail/212009316,"ООО ""ВЕРТОВ. РЕАЛЬНОЕ КИНО""",27.10.2016,-,4 500 000,70.0%,6 430 000,3 245 888,10 710
517,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Герда,https://ekinobilet.fond-kino.ru/films/detail/111023521,"ООО ""РВ ГРУПП"" (ООО ""РУССКОЕ ВОЗРОЖДЕНИЕ"")",14.10.2021,-,30 000 000,66.5%,45 100 000,3 223 585,10 562
518,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Успех,https://ekinobilet.fond-kino.ru/films/detail/111018519,"ООО ""КИНОДОМ""",07.11.2019,5 000 000,20 000 000,33.3%,75 000 000,3 181 503,14 347
519,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Моя жизнь,https://ekinobilet.fond-kino.ru/films/detail/111004918,"ООО ""КИНОСТУДИЯ ""МЕДВЕДЬ""",31.05.2018,-,35 000 000,30.6%,114 510 306,3 075 334,23 012
520,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Блокадный дневник,https://ekinobilet.fond-kino.ru/films/detail/111001120,"ООО КИНОСТУДИЯ ""СЕНТЯБРЬ""",08.09.2021,5 000 000,60 000 000,66.5%,97 745 000,3 057 235,20 915
521,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Уроки выживания,https://ekinobilet.fond-kino.ru/films/detail/111020715,"ООО ""КИНОПРОГРУПП""",24.03.2016,-,35 000 000,65.0%,53 846 200,3 053 734,23 513
522,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Каникулы,https://ekinobilet.fond-kino.ru/films/detail/111036324,"ООО ""ФОРЕСТ-ФИЛЬМ""",07.11.2024,-,36 420 000,59.8%,60 893 600,3 007 982,7 195
523,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,КЭТ (КЭТ 24),https://ekinobilet.fond-kino.ru/films/detail/111005422,"ООО КИНОКОМПАНИЯ ""СТЕЛЛА""",15.09.2022,-,30 000 000,65.9%,45 500 000,2 884 441,8 606
524,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Вне зоны доступа,https://ekinobilet.fond-kino.ru/films/detail/111012721,"ООО ""СМАРТ ФИЛЬМ""",23.09.2021,-,30 000 000,65.2%,46 000 000,2 861 501,25 217
525,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Самозванцы (Нерожденный),https://ekinobilet.fond-kino.ru/films/detail/111021025,"ООО ""РУССКИЕ ИСТОРИЧЕСКИЕ МЕДИА"" (ООО ""ШНДЗГН"")",05.06.2025,-,50 000 000,60.4%,82 800 000,2 843 773,7 871
526,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Петрополис,https://ekinobilet.fond-kino.ru/films/detail/111033121,"ООО ""РЕВОЛЮЦИЯ ФИЛЬМ""",27.10.2022,-,70 000 000,41.8%,167 378 000,2 843 266,9 575
527,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,ФЛЭШМОБ,https://ekinobilet.fond-kino.ru/films/detail/111004221,"ООО ""КИНОПРОГРАММА ""XXI ВЕК""",30.09.2021,-,35 000 000,63.6%,55 000 000,2 826 014,10 217
528,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Девушка с косой,https://ekinobilet.fond-kino.ru/films/detail/111011517,"ООО КИНОКОМПАНИЯ ""100ФИЛЬМ""",14.12.2017,-,25 000 000,65.8%,38 000 000,2 698 328,11 475
529,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Лунатики,https://ekinobilet.fond-kino.ru/films/detail/111021523,"ООО ""КИНОКОМПАНИЯ ""КВФИЛЬМ-ПРОДАКШН""",07.12.2023,-,70 000 000,58.3%,120 000 000,2 674 058,7 565
530,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Папа, сдохни",https://ekinobilet.fond-kino.ru/films/detail/111015018,"ООО ""БЕЛОЕ ЗЕРКАЛО""",04.04.2019,-,25 000 000,55.5%,45 074 547,2 669 962,10 414
531,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Микулай,https://ekinobilet.fond-kino.ru/films/detail/111006023,"ООО ""ЖАНЛИ ФИЛЬМ""",22.06.2023,-,5 200 000,30.9%,16 818 577,2 648 176,9 886
532,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Гофманиада,https://ekinobilet.fond-kino.ru/films/detail/114006218,"ФГУП ""ТПО ""КИНОСТУДИЯ ""СОЮЗМУЛЬТФИЛЬМ""",11.10.2018,-,15 000 000,31.1%,48 238 075,2 637 255,10 941
533,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пять процентов,https://ekinobilet.fond-kino.ru/films/detail/111031023,"ООО ""СТУДИЯ АСДС""",02.11.2023,-,70 000 000,66.7%,105 000 000,2 608 362,8 503
534,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Снег в моём дворе (Леван и Гиви),https://ekinobilet.fond-kino.ru/films/detail/111018023,"ООО ""ЛЕМОН ФИЛМЗ СТУДИО""",30.01.2025,-,11 000 000,22.7%,48 440 000,2 597 733,5 705
535,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Крецул,https://ekinobilet.fond-kino.ru/films/detail/111000123,"ООО ""ВИШ МЕДИА""",14.12.2023,-,33 950 000,66.5%,51 057 500,2 522 155,11 929
536,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Норвег,https://ekinobilet.fond-kino.ru/films/detail/111018215,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",17.12.2015,-,5 000 000,17.8%,28 115 580,2 482 287,21 664
537,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Айка,https://ekinobilet.fond-kino.ru/films/detail/111002019,ООО КИНОКОМПАНИЯ СЕРГЕЯ ДВОРЦЕВОГО,14.02.2019,-,28 000 000,25.8%,108 518 988,2 474 495,8 580
538,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Киноальманах «Свидетели»,https://ekinobilet.fond-kino.ru/films/detail/111006418,"ООО ""РУССКАЯ ФИЛЬМ ГРУППА""",26.07.2018,-,30 000 000,31.6%,95 065 546,2 446 679,10 245
539,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Волки,https://ekinobilet.fond-kino.ru/films/detail/111052724,"ООО ""РВ ГРУПП"" (ООО ""РУССКОЕ ВОЗРОЖДЕНИЕ"")",20.11.2025,-,50 000 000,69.4%,72 000 000,2 415 020,8 173
540,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Пять сыновей Марии,https://ekinobilet.fond-kino.ru/films/detail/111036724,"ООО ""ХИЖИНА-ФИЛЬМ""",08.05.2025,-,67 000 000,69.8%,96 000 000,2 375 733,8 019
541,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Глубокие реки,https://ekinobilet.fond-kino.ru/films/detail/111007518,"НФ ""ПРИМЕР ИНТОНАЦИИ""",25.10.2018,-,25 000 000,66.2%,37 765 654,2 369 732,9 203
542,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мухадракон,https://ekinobilet.fond-kino.ru/films/detail/111001624,"ООО ""ЗЕБРА""",05.09.2024,-,50 000 000,67.1%,74 516 180,2 362 018,12 526
543,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Другое имя,https://ekinobilet.fond-kino.ru/films/detail/111015421,"ООО ""ВЕГА ФИЛЬМ""",03.02.2022,-,25 000 000,65.0%,38 461 538,2 342 157,6 747
544,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Последний день рождения,https://ekinobilet.fond-kino.ru/films/detail/111003225,"ООО ""КИНОСТУДИЯ ""АРК-ФИЛЬМ""",13.03.2025,-,60 000 000,69.8%,86 000 000,2 337 062,5 534
545,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Зеленая карета,https://ekinobilet.fond-kino.ru/films/detail/111009715,"ООО ""ПРОПЕЛЛЕР ПРОДАКШН""",26.11.2015,-,26 950 000,69.0%,39 057 971,2 328 701,8 734
546,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ура! Каникулы,https://ekinobilet.fond-kino.ru/films/detail/111009916,"ООО ""БАРМАЛЕЙ-ФИЛЬМ""",08.12.2016,-,35 000 000,64.5%,54 303 222,2 261 864,18 352
547,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мысленный волк,https://ekinobilet.fond-kino.ru/films/detail/111007419,"ООО ""САГА""",17.10.2019,-,30 000 000,62.5%,48 000 000,2 258 384,8 249
548,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сын мой,https://ekinobilet.fond-kino.ru/films/detail/111040625,"АО ""СВЕРДЛОВСКАЯ КИНОСТУДИЯ""",06.11.2025,-,40 000 000,69.9%,57 200 000,2 215 245,4 718
549,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Мой друг, кот и Пушкин",https://ekinobilet.fond-kino.ru/films/detail/111038625,"ООО ""МАРМОТ-ФИЛЬМ""",02.10.2025,-,70 000 000,100.0%,70 000 000,2 207 385,9 863
550,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Филателия (Светлячок),https://ekinobilet.fond-kino.ru/films/detail/111023125,"ООО ""КИНОСТУДИЯ СОЛЬ""",25.09.2025,-,80 000 000,69.6%,115 000 000,2 202 438,4 806
551,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Единичка,https://ekinobilet.fond-kino.ru/films/detail/111004515,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",11.06.2015,-,50 000 000,62.2%,80 324 137,2 192 019,19 572
552,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Архипелаг,https://ekinobilet.fond-kino.ru/films/detail/111000821,"АО ""ТПО ""СДФ""",10.06.2021,-,40 000 000,65.0%,61 538 461,2 175 538,12 421
553,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Папа умер в субботу,https://ekinobilet.fond-kino.ru/films/detail/111024524,"ООО КИНОКОМПАНИЯ ""ГЛОБУС-ФИЛЬМ""",20.03.2025,-,50 000 000,66.7%,75 000 000,2 166 930,5 350
554,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,На тебе сошёлся клином белый свет,https://ekinobilet.fond-kino.ru/films/detail/111033722/111026921,"ООО ""ХАЙП ФИЛЬМ""",08.12.2022,-,25 000 000,59.5%,42 000 000,2 153 361,5 509
